,136375BQ4 Corp,278058DB5 Corp,29736RAC4 Corp,20030NAV3 Corp,209111ES8 Corp,773903AE9 Corp,EG6454136 Corp,78409VAB0 Corp,665501AG7 Corp,26882PBE1 Corp,927804FB5 Corp,875127AW2 Corp,45138LAT0 Corp,195869AL6 Corp,010284AN7 Corp,373334GC9 Corp,291641BA5 Corp,90131HBK0 Corp,958587BG1 Corp,15405EAH1 Corp,826418BE4 Corp,20765QAK1 Corp,455434BL3 Corp,035229DC4 Corp,26442CAA2 Corp,59562VAP2 Corp,36962G3A0 Corp,172967EC1 Corp,59022CAJ2 Corp,74432QBD6 Corp
2022-04-12 00:00:00,63.207,112.281,121.128,127.97,119.245,122.506,63.207,125.014,111.143,63.207,63.207,63.207,63.207,114.985,112.241,109.946,113.861,109.002,63.207,63.207,63.207,63.207,63.207,115.154,117.484,117.159,115.12,63.207,112.233,63.207
2022-04-13 00:00:00,62.92,112.406,121.35,127.93,119.587,122.649,62.92,125.158,111.588,62.92,62.92,62.92,62.92,115.279,112.356,109.924,113.988,109.027,62.92,62.92,62.92,62.92,62.92,115.286,116.613,117.62,115.239,62.92,113.437,62.92
2022-04-14 00:00:00,63.451,111.103,119.91,126.585,117.901,121.186,63.451,123.68,110.156,63.451,63.451,63.451,63.451,113.997,111.296,108.648,112.756,107.912,63.451,63.451,63.451,63.451,63.451,113.963,115.257,116.03,113.859,63.451,111.966,63.451
2022-04-18 00:00:00,63.874,110.911,119.427,125.831,117.045,120.971,63.874,123.044,110.013,63.874,63.874,63.874,63.874,113.677,110.784,107.962,112.207,107.518,63.874,63.874,63.874,63.874,63.874,113.772,114.427,115.385,113.408,63.874,111.452,63.874
2022-04-19 00:00:00,64.256,109.846,117.694,124.29,116.095,119.79,64.256,121.715,109.008,64.256,64.256,64.256,64.256,112.63,109.336,106.926,111.334,106.6,64.256,64.256,64.256,64.256,64.256,112.694,113.217,114.024,112.309,64.256,110.603,64.256
2022-04-20 00:00:00,64.328,111.202,118.912,125.84,117.089,121.318,64.328,123.24,109.836,64.328,64.328,64.328,64.328,113.447,110.584,108.245,112.548,107.688,64.328,64.328,64.328,64.328,64.328,114.063,114.039,115.977,113.487,64.328,112.495,64.328
2022-04-21 00:00:00,64.658,110.464,117.996,124.505,116.182,120.145,64.658,121.997,108.912,64.658,64.658,64.658,64.658,112.185,109.76,107.241,111.688,106.713,64.658,64.658,64.658,64.658,64.658,113.309,113.281,113.491,112.546,64.658,110.807,64.658
2022-04-22 00:00:00,63.504,110.462,117.515,123.773,115.576,119.949,63.504,121.694,107.953,63.504,63.504,63.504,63.504,112.756,109.163,106.881,111.126,106.154,63.504,63.504,63.504,63.504,63.504,113.311,113.281,112.691,112.384,63.504,110.693,63.504
2022-04-25 00:00:00,62.305,111.254,118.259,124.783,116.546,121.128,62.305,122.238,108.848,62.305,62.305,62.305,62.305,113.424,109.686,107.463,111.872,106.915,62.305,62.305,62.305,62.305,62.305,114.106,114.093,113.727,113.165,62.305,111.679,62.305
2022-04-26 00:00:00,62.11,112.139,119.037,125.799,117.44,122.107,62.11,123.216,109.919,62.11,62.11,62.11,62.11,114.373,110.843,107.056,112.609,107.42,62.11,62.11,62.11,62.11,62.11,114.978,114.658,115.465,114.05,62.11,112.74,62.11
2022-04-27 00:00:00,61.343,110.794,117.898,123.969,115.772,119.796,61.343,121.727,108.779,61.343,61.343,61.343,61.343,113.594,110.141,105.78,111.614,106.392,61.343,61.343,61.343,61.343,61.343,113.62,112.851,113.453,112.509,61.343,110.882,61.343
2022-04-28 00:00:00,61.19,110.788,118.138,123.955,115.583,119.794,61.19,121.723,108.987,61.19,61.19,61.19,61.19,113.381,109.951,105.616,111.403,106.43,61.19,61.19,61.19,61.19,61.19,113.613,112.842,113.445,112.301,61.19,111.415,61.19
2022-04-29 00:00:00,60.795,109.63,117.155,122.38,114.478,118.06,60.795,120.222,108.149,60.795,60.795,60.795,60.795,112.602,109.097,104.133,110.515,105.47,60.795,60.795,60.795,60.795,60.795,112.442,111.776,112.256,110.9,60.795,109.962,60.795
2022-05-02 00:00:00,59.648,109.254,116.783,121.628,113.458,117.643,59.648,119.575,106.431,59.648,59.648,59.648,59.648,111.436,107.625,103.779,109.173,104.493,59.648,59.648,59.648,59.648,59.648,112.062,110.976,111.829,110.394,59.648,108.951,59.648
2022-05-03 00:00:00,61.354,109.414,117.005,122.226,114.284,117.828,61.354,119.756,106.242,61.354,61.354,61.354,61.354,111.747,107.913,103.93,109.37,104.868,61.354,61.354,61.354,61.354,61.354,112.225,110.824,111.407,110.28,61.354,109.606,61.354
2022-05-04 00:00:00,62.576,109.497,117.355,122.471,114.418,117.89,62.576,120.022,106.281,62.576,62.576,62.576,62.576,112.574,108.442,104.011,109.86,105.484,62.576,62.576,62.576,62.576,62.576,112.305,110.949,112.501,110.204,62.576,110.91,62.576
2022-05-05 00:00:00,60.979,108.524,115.746,121.288,113.626,116.275,60.979,118.791,106.671,60.979,60.979,60.979,60.979,110.986,107.148,103.095,108.443,104.154,60.979,60.979,60.979,60.979,60.979,111.324,109.969,111.15,109.225,60.979,109.239,60.979
2022-05-06 00:00:00,60.379,107.571,114.758,120.253,112.432,115.222,60.379,117.579,105.723,60.379,60.379,60.379,60.379,110.076,106.425,102.198,107.403,103.503,60.379,60.379,60.379,60.379,60.379,110.43,109.014,110.547,108.093,60.379,108.348,60.379
2022-05-09 00:00:00,58.856,108.58,115.835,120.709,112.99,115.759,58.856,118.687,106.476,58.856,58.856,58.856,58.856,110.692,106.96,102.696,107.853,103.882,58.856,58.856,58.856,58.856,58.856,111.56,110.077,110.989,108.95,58.856,108.896,58.856
2022-05-10 00:00:00,58.396,108.845,115.964,121.001,113.492,116.038,58.396,118.971,106.331,58.396,58.396,58.396,58.396,113.214,107.019,102.792,108.461,104.259,58.396,58.396,58.396,58.396,58.396,111.824,110.36,111.445,109.207,58.396,108.892,58.396
2022-05-11 00:00:00,57.465,109.063,116.05,121.26,113.756,116.321,57.465,119.256,108.563,57.465,57.465,57.465,57.465,112.552,107.952,103.001,109.572,105.057,57.465,57.465,57.465,57.465,57.465,112.065,110.584,111.317,109.42,57.465,108.93,57.465
2022-05-12 00:00:00,53.86,110.104,117.411,122.124,115.026,116.785,53.86,120.344,108.638,53.86,53.86,53.86,53.86,115.068,107.827,103.812,109.419,104.946,53.86,53.86,53.86,53.86,53.86,113.092,111.659,112.698,110.446,53.86,110.245,53.86
2022-05-13 00:00:00,54.512,109.369,116.375,121.325,114.625,116.411,54.512,119.53,108.345,54.512,54.512,54.512,54.512,114.302,107.121,103.128,108.607,104.103,54.512,54.512,54.512,54.512,54.512,112.346,110.398,112.236,108.879,54.512,109.301,54.512
2022-05-16 00:00:00,55.379,109.605,116.496,121.579,114.212,116.653,55.379,119.502,107.118,55.379,55.379,55.379,55.379,114.528,107.516,103.144,108.828,104.418,55.379,55.379,55.379,55.379,55.379,112.515,110.943,111.096,109.006,55.379,108.742,55.379
2022-05-17 00:00:00,56.302,108.502,115.078,121.688,113.43,115.464,56.302,118.295,105.852,56.302,56.302,56.302,56.302,112.97,106.776,102.116,108.012,103.635,56.302,56.302,56.302,56.302,56.302,111.398,109.674,110.024,107.741,56.302,107.952,56.302
2022-05-18 00:00:00,55.139,109.774,116.143,122.567,114.205,116.852,55.139,119.399,106.418,55.139,55.139,55.139,55.139,114.669,107.56,102.808,108.897,104.258,55.139,55.139,55.139,55.139,55.139,112.592,110.727,110.79,108.994,55.139,108.978,55.139
2022-05-19 00:00:00,54.105,110.339,116.403,123.352,114.723,117.457,54.105,120.009,106.504,54.105,54.105,54.105,54.105,114.849,108.056,103.335,109.111,104.48,54.105,54.105,54.105,54.105,54.105,113.06,111.295,111.403,109.55,54.105,109.925,54.105
2022-05-20 00:00:00,54.039,110.626,116.867,124.033,115.8,117.643,54.039,120.53,107.186,54.039,54.039,54.039,54.039,116.206,108.472,104.026,109.683,105.022,54.039,54.039,54.039,54.039,54.039,113.148,111.49,112.571,110.285,54.039,110.087,54.039
2022-05-23 00:00:00,54.167,110.073,116.28,123.419,114.833,116.812,54.167,119.918,106.51,54.167,54.167,54.167,54.167,115.316,107.607,103.519,108.863,104.237,54.167,54.167,54.167,54.167,54.167,112.586,110.589,112.817,109.705,54.167,109.465,54.167
2022-05-24 00:00:00,54.277,110.887,117.283,124.73,116.684,117.687,54.277,121.029,107.506,54.277,54.277,54.277,54.277,115.751,108.851,104.599,110.091,105.259,54.277,54.277,54.277,54.277,54.277,113.407,111.409,113.007,110.509,54.277,111.425,54.277
2022-05-25 00:00:00,55.902,110.715,117.718,125.632,116.317,117.985,55.902,121.614,108.283,55.902,55.902,55.902,55.902,115.897,109.549,105.212,110.689,106.022,55.902,55.902,55.902,55.902,55.902,113.236,111.845,114.931,110.43,55.902,113.021,55.902
2022-05-26 00:00:00,58.09,110.581,118.983,126.422,117.844,117.834,58.09,122.266,108.288,58.09,58.09,58.09,58.09,114.636,109.793,105.49,110.962,106.186,58.09,58.09,58.09,58.09,58.09,113.098,112.775,114.95,110.301,58.09,113.422,58.09
2022-05-27 00:00:00,59.548,110.687,119.212,126.744,117.99,117.957,59.548,122.377,108.27,59.548,59.548,59.548,59.548,115.25,110.269,105.813,111.212,106.492,59.548,59.548,59.548,59.548,59.548,113.203,112.907,115.115,110.403,59.548,113.907,59.548
2022-05-31 00:00:00,59.791,109.497,117.805,125.783,117.446,116.652,59.791,121.268,106.802,59.791,59.791,59.791,59.791,113.811,109.213,104.897,110.301,105.6,59.791,59.791,59.791,59.791,59.791,112.028,111.396,113.204,109.229,59.791,113.594,59.791
2022-06-01 00:00:00,60.22,109.044,117.16,125.298,116.354,116.18,60.22,120.607,106.055,60.22,60.22,60.22,60.22,113.172,109.199,104.461,110.021,105.441,60.22,60.22,60.22,60.22,60.22,111.573,111.228,112.944,108.785,60.22,111.749,60.22
2022-06-02 00:00:00,60.619,109.157,117.531,124.923,116.82,116.005,60.619,120.428,105.928,60.619,60.619,60.619,60.619,113.291,109.557,104.646,110.22,105.453,60.619,60.619,60.619,60.619,60.619,111.495,110.904,113.871,108.638,60.619,112.611,60.619
2022-06-03 00:00:00,59.531,108.891,117.608,124.621,116.555,115.723,59.531,120.136,105.459,59.531,59.531,59.531,59.531,112.935,109.433,104.393,110.003,105.188,59.531,59.531,59.531,59.531,59.531,111.23,110.841,113.043,108.377,59.531,112.064,59.531
2022-06-06 00:00:00,59.534,107.594,116.464,123.149,115.153,114.313,59.534,118.684,103.462,59.534,59.534,59.534,59.534,112.182,108.373,103.156,108.901,104.178,59.534,59.534,59.534,59.534,59.534,110.27,109.694,112.326,106.93,59.534,111.345,59.534
2022-06-07 00:00:00,60.326,108.427,117.388,124.084,115.92,115.215,60.326,119.881,104.866,60.326,60.326,60.326,60.326,112.652,108.981,103.946,109.48,104.581,60.326,60.326,60.326,60.326,60.326,111.105,110.435,112.561,107.737,60.326,112.158,60.326
2022-06-08 00:00:00,62.28,107.96,116.87,123.343,115.657,114.705,62.28,119.353,102.198,62.28,62.28,62.28,62.28,112.065,108.49,103.5,108.926,104.045,62.28,62.28,62.28,62.28,62.28,110.63,109.867,112.654,107.266,62.28,110.86,62.28
2022-06-09 00:00:00,63.228,107.91,116.697,123.025,114.43,114.659,63.228,119.299,101.943,63.228,63.228,63.228,63.228,111.771,108.521,103.203,108.893,103.647,63.228,63.228,63.228,63.228,63.228,110.58,109.305,111.87,107.22,63.228,111.048,63.228
2022-06-10 00:00:00,61.972,107.046,115.222,121.851,112.974,113.754,61.972,118.356,100.148,61.972,61.972,61.972,61.972,110.357,107.539,102.379,107.677,102.403,61.972,61.972,61.972,61.972,61.972,109.709,108.147,110.679,106.114,61.972,109.753,61.972
2022-06-13 00:00:00,59.324,104.906,112.378,118.824,110.304,111.456,59.324,115.668,102.867,59.324,59.324,59.324,59.324,106.067,104.995,100.028,105.134,99.728,59.324,59.324,59.324,59.324,59.324,107.548,105.845,107.572,104.014,59.324,106.084,59.324
2022-06-14 00:00:00,58.974,103.873,111.128,117.767,109.108,110.152,58.974,114.537,100.408,58.974,58.974,58.974,58.974,106.825,103.637,99.81,103.98,98.879,58.974,58.974,58.974,58.974,58.974,106.515,104.455,106.952,103.008,58.974,105.03,58.974
2022-06-15 00:00:00,58.942,105.767,112.732,120.097,111.144,112.008,58.942,116.618,101.326,58.942,58.942,58.942,58.942,109.036,105.326,101.441,105.654,100.639,58.942,58.942,58.942,58.942,58.942,108.418,106.207,109.417,104.526,58.942,108.352,58.942
2022-06-16 00:00:00,58.252,106.766,113.234,120.789,110.819,113.059,58.252,117.314,101.991,58.252,58.252,58.252,58.252,108.658,105.588,102.161,105.946,100.698,58.252,58.252,58.252,58.252,58.252,109.421,107.147,109.364,105.377,58.252,107.155,58.252
2022-06-17 00:00:00,57.519,106.203,112.921,120.158,110.199,112.446,57.519,116.682,102.389,57.519,57.519,57.519,57.519,106.35,105.693,101.51,106.253,100.849,57.519,57.519,57.519,57.519,57.519,108.85,106.846,108.903,104.955,57.519,107.66,57.519
2022-06-21 00:00:00,56.825,105.568,112.344,119.671,111.166,111.75,56.825,115.968,101.799,56.825,56.825,56.825,56.825,105.625,104.49,100.908,105.163,100.139,56.825,56.825,56.825,56.825,56.825,108.206,106.218,109.155,104.371,56.825,106.949,56.825
2022-06-22 00:00:00,56.193,106.546,113.764,120.408,111.868,112.794,56.193,116.647,103.018,56.193,56.193,56.193,56.193,106.611,105.742,101.35,106.461,101.064,56.193,56.193,56.193,56.193,56.193,109.195,106.901,108.852,104.223,56.193,107.61,56.193
2022-06-23 00:00:00,54.565,107.196,114.47,121.035,112.282,113.089,54.565,117.121,103.721,54.565,54.565,54.565,54.565,106.774,106.07,101.961,107.009,101.47,54.565,54.565,54.565,54.565,54.565,109.852,107.571,109.401,104.835,54.565,107.3,54.565
2022-06-24 00:00:00,54.695,106.713,114.18,120.667,111.83,112.556,54.695,116.575,102.722,54.695,54.695,54.695,54.695,106.84,105.603,101.506,106.532,101.314,54.695,54.695,54.695,54.695,54.695,105.914,107.564,109.625,104.637,54.695,108.324,54.695
2022-06-27 00:00:00,55.643,106.143,113.59,120.118,111.058,111.751,55.643,115.95,102.397,55.643,55.643,55.643,55.643,106.125,105.204,100.967,105.901,100.803,55.643,55.643,55.643,55.643,55.643,105.362,107.135,108.656,104.078,55.643,106.936,55.643
2022-06-28 00:00:00,54.957,106.402,113.873,120.014,111.879,112.03,54.957,116.237,102.406,54.957,54.957,54.957,54.957,105.812,105.346,101.21,105.974,100.656,54.957,54.957,54.957,54.957,54.957,105.614,107.615,109.544,104.011,54.957,108.663,54.957
2022-06-29 00:00:00,54.114,107.176,114.554,120.87,112.672,112.848,54.114,117.08,103.118,54.114,54.114,54.114,54.114,106.563,106.004,101.952,106.818,101.207,54.114,54.114,54.114,54.114,54.114,106.36,108.316,109.469,103.375,54.114,107.101,54.114
2022-06-30 00:00:00,52.143,107.909,115.243,121.472,113.26,113.614,52.143,117.635,103.602,52.143,52.143,52.143,52.143,106.863,106.46,102.147,107.279,101.498,52.143,52.143,52.143,52.143,52.143,107.424,109.713,109.393,103.498,52.143,107.671,52.143
2022-07-01 00:00:00,52.235,108.982,116.794,122.647,114.235,114.733,52.235,118.797,104.442,52.235,52.235,52.235,52.235,108.015,107.213,99.62,108.223,102.357,52.235,52.235,52.235,52.235,52.235,108.452,110.483,110.484,104.604,52.235,108.838,52.235
2022-07-05 00:00:00,50.467,109.835,117.491,123.235,114.497,115.655,50.467,119.504,104.89,50.467,50.467,50.467,50.467,108.132,107.664,100.251,108.488,102.601,50.467,50.467,50.467,50.467,50.467,109.289,110.131,111.06,104.874,50.467,109.993,50.467
2022-07-06 00:00:00,49.812,108.733,116.319,122.016,113.273,114.496,49.812,118.311,104.31,49.812,49.812,49.812,49.812,108.18,106.859,99.264,107.522,102.035,49.812,49.812,49.812,49.812,49.812,108.46,109.101,109.976,103.476,49.812,108.515,49.812
2022-07-07 00:00:00,51.088,107.995,115.075,122.29,112.746,113.168,51.088,117.97,103.918,51.088,51.088,51.088,51.088,108.197,106.389,98.939,107.128,101.986,51.088,51.088,51.088,51.088,51.088,107.743,108.204,109.625,104.493,51.088,109.509,51.088
2022-07-08 00:00:00,50.388,107.079,114.143,121.464,112.067,112.198,50.388,117.528,103.355,50.388,50.388,50.388,50.388,107.622,105.825,98.114,106.565,101.577,50.388,50.388,50.388,50.388,50.388,106.849,108.535,108.33,103.983,50.388,108.362,50.388
2022-07-11 00:00:00,49.572,108.485,115.157,122.579,113.045,113.753,49.572,118.545,102.863,49.572,49.572,49.572,49.572,108.085,107.022,98.95,107.546,102.512,49.572,49.572,49.572,49.572,49.572,107.748,108.488,109.315,104.851,49.572,108.694,49.572
2022-07-12 00:00:00,46.84,108.697,115.384,122.919,113.072,113.98,46.84,118.78,100.837,46.84,46.84,46.84,46.84,108.055,107.141,99.148,107.703,102.579,46.84,46.84,46.84,46.84,46.84,107.958,108.822,110.809,105.116,46.84,108.635,46.84
2022-07-13 00:00:00,44.031,109.101,116.076,123.359,113.291,114.728,44.031,119.409,101.247,44.031,44.031,44.031,44.031,108.274,107.861,99.507,108.29,103.107,44.031,44.031,44.031,44.031,44.031,108.339,109.225,109.955,104.499,44.031,110.48,44.031
2022-07-14 00:00:00,41.504,108.964,115.607,123.227,112.866,114.614,41.504,119.291,100.318,41.504,41.504,41.504,41.504,107.474,107.323,99.417,107.753,102.431,41.504,41.504,41.504,41.504,41.504,108.232,108.885,109.785,104.692,41.504,108.086,41.504
2022-07-15 00:00:00,40.576,109.552,116.065,124.18,113.775,113.768,40.576,120.082,100.799,40.576,40.576,40.576,40.576,108.082,107.938,99.945,108.454,103.202,40.576,40.576,40.576,40.576,40.576,108.796,109.602,110.879,105.224,40.576,108.943,40.576
2022-07-18 00:00:00,41.698,108.79,115.323,123.482,113.038,112.965,41.698,119.41,100.75,41.698,41.698,41.698,41.698,107.968,107.493,99.651,108.015,102.806,41.698,41.698,41.698,41.698,41.698,108.368,109.018,109.692,104.611,41.698,108.337,41.698
2022-07-19 00:00:00,40.673,108.524,115.276,123.177,113.181,112.685,40.673,119.113,100.146,40.673,40.673,40.673,40.673,107.701,107.29,99.578,107.744,102.72,40.673,40.673,40.673,40.673,40.673,108.104,108.67,110.041,104.489,40.673,107.778,40.673
2022-07-20 00:00:00,41.58,108.529,115.109,123.396,112.941,112.544,41.58,118.989,102.085,41.58,41.58,41.58,41.58,107.875,107.424,99.588,107.871,102.918,41.58,41.58,41.58,41.58,41.58,108.197,108.68,110.449,104.523,41.58,108.487,41.58
2022-07-21 00:00:00,41.248,109.938,116.88,124.748,114.508,114.019,41.248,120.057,102.801,41.248,41.248,41.248,41.248,109.123,108.719,100.867,109.05,103.92,41.248,41.248,41.248,41.248,41.248,109.579,110.165,111.606,106.826,41.248,109.402,41.248
2022-07-22 00:00:00,40.894,111.15,118.407,125.877,115.771,115.108,40.894,121.374,103.603,40.894,40.894,40.894,40.894,110.885,109.996,101.963,110.424,104.847,40.894,40.894,40.894,40.894,40.894,110.753,111.396,112.243,107.965,40.894,110.626,40.894
2022-07-25 00:00:00,40.965,110.677,118.087,125.049,115.019,114.615,40.965,120.854,103.467,40.965,40.965,40.965,40.965,110.667,109.308,101.139,109.791,103.956,40.965,40.965,40.965,40.965,40.965,110.349,110.927,111.47,106.805,40.965,110.613,40.965
2022-07-26 00:00:00,40.892,110.549,117.892,124.786,114.877,114.477,40.892,119.12,103.495,40.892,40.892,40.892,40.892,110.494,109.404,101.024,109.776,103.761,40.892,40.892,40.892,40.892,40.892,110.22,110.895,111.659,106.288,40.892,109.694,40.892
2022-07-27 00:00:00,42.358,110.584,118.04,125.162,115.274,114.769,42.358,119.194,103.262,42.358,42.358,42.358,42.358,110.781,109.436,101.066,110.024,104.123,42.358,42.358,42.358,42.358,42.358,110.257,111.195,112.156,106.324,42.358,110.246,42.358
2022-07-28 00:00:00,44.371,111.674,119.389,126.373,116.455,115.896,44.371,120.531,103.659,44.371,44.371,44.371,44.371,111.44,110.131,102.335,110.956,105.004,44.371,44.371,44.371,44.371,44.371,111.319,112.676,113.801,107.824,44.371,112.326,44.371
2022-07-29 00:00:00,45.768,112.041,120.019,126.781,117.584,116.282,45.768,120.401,104.135,45.768,45.768,45.768,45.768,111.515,110.316,102.665,111.188,105.273,45.768,45.768,45.768,45.768,45.768,111.676,113.16,113.704,108.168,45.768,112.847,45.768
2022-08-01 00:00:00,49.763,113.664,120.863,127.654,118.701,117.115,49.763,121.768,105.401,49.763,49.763,49.763,49.763,111.888,111.295,103.618,112.181,106.076,49.763,49.763,49.763,49.763,49.763,112.705,113.961,114.537,109.586,49.763,113.549,49.763
2022-08-02 00:00:00,55.942,111.85,118.83,125.65,116.601,115.438,55.942,119.866,102.051,55.942,55.942,55.942,55.942,110.02,110.02,102.217,110.532,104.239,55.942,55.942,55.942,55.942,55.942,111.092,111.816,112.913,107.884,55.942,111.802,55.942
2022-08-03 00:00:00,56.344,112.422,119.399,126.28,117.25,116.238,56.344,120.484,103.238,56.344,56.344,56.344,56.344,110.792,110.803,102.73,111.491,105.412,56.344,56.344,56.344,56.344,56.344,111.646,112.381,113.257,108.679,56.344,112.28,56.344
2022-08-04 00:00:00,55.327,112.54,119.53,126.239,117.105,116.347,55.327,120.742,103.381,55.327,55.327,55.327,55.327,111.611,111.174,102.841,111.798,105.623,55.327,55.327,55.327,55.327,55.327,111.757,112.643,113.395,108.788,55.327,112.101,55.327
2022-08-05 00:00:00,54.344,111.153,118.097,124.381,115.359,114.908,54.344,118.837,101.597,54.344,54.344,54.344,54.344,109.153,109.474,101.594,110.036,104.027,54.344,54.344,54.344,54.344,54.344,110.409,111.277,111.372,107.47,54.344,110.529,54.344
2022-08-08 00:00:00,53.776,112.034,119.281,125.349,116.341,115.607,53.776,119.784,102.654,53.776,53.776,53.776,53.776,110.13,110.195,102.745,110.7,104.693,53.776,53.776,53.776,53.776,53.776,111.265,111.937,112.608,108.549,53.776,111.725,53.776
2022-08-09 00:00:00,53.741,111.812,118.791,124.895,116.145,115.38,53.741,119.599,102.019,53.741,53.741,53.741,53.741,109.832,109.65,102.543,110.525,104.151,53.741,53.741,53.741,53.741,53.741,111.048,111.603,112.317,108.246,53.741,111.172,53.741
2022-08-10 00:00:00,54.047,110.694,118.618,125.078,116.348,115.566,54.047,119.923,102.463,54.047,54.047,54.047,54.047,110.313,109.583,102.556,110.54,104.371,54.047,54.047,54.047,54.047,54.047,111.054,111.636,112.905,108.252,54.047,112.299,54.047
